id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
3967,37,61,1952,6,1,Synthetic Address,56.41114235180069,-111.6996660929726,15503.109125333352,68749.21837758519,57177.88169726344,670.7147353041553,8
3968,33,69,1972,4,0,Synthetic Address,-30.807663387839987,148.61218667688422,15328.208819919571,31959.77555721331,40131.488244887136,550.2921146746892,3
3969,31,63,1965,2,0,Synthetic Address,-9.816014809916311,27.5634845140211,23381.55603876571,35875.67865574631,32866.921221244615,608.7171365903633,5
3970,69,65,1950,6,0,Synthetic Address,24.112496590022957,114.39826733901947,24836.55296390364,61145.01264507485,0.0,698.3738182427608,2
3971,69,69,1970,6,0,Synthetic Address,-69.27052736716129,-112.88295793469695,9902.585583888334,50585.93325629929,48560.039243314284,598.5070549953265,7
3972,20,66,1965,5,0,Synthetic Address,-48.34014698277625,-43.60228370400637,14862.184330086104,59569.7384085109,121095.14334167726,493.65333604173327,2
3973,52,68,1971,4,0,Synthetic Address,4.257213771963478,-163.33371307827335,18676.783888226688,33774.023110649396,100485.76675272596,381.4832387602866,4
3974,53,66,1990,6,0,Synthetic Address,17.39165331685942,-108.99542669602445,19086.17991361916,45699.71001844769,98100.34105192451,470.5695424282586,1
3975,64,67,1952,6,1,Synthetic Address,58.748585820261496,-140.93799427707768,16407.633297999637,25764.5022855358,52005.37306330245,486.7177638265085,4
3976,58,64,1991,3,1,Synthetic Address,24.58900399096059,-14.155388992028321,19886.852731125247,35923.69135245129,51159.47639421857,505.56513800502125,2
3977,19,61,1974,5,0,Synthetic Address,-27.89694912556712,-130.34845682565827,23361.24585160432,30493.510894977102,60814.05872528318,478.70819609953907,0
3978,59,63,1957,7,0,Synthetic Address,-17.148360316272544,-121.923310905914,17831.54686195901,57447.962411242064,0.0,691.3749399847384,5
3979,34,62,1950,11,1,Synthetic Address,61.48561821332035,-167.60465439147464,9286.385684213647,48030.214824711475,81176.88476403884,534.9271587556303,6
3980,46,67,1950,8,1,Synthetic Address,26.73109356025914,-113.04404489727135,25456.890423624627,10438.270201593317,6585.481591566655,604.1601093171467,4
3981,19,60,1959,4,1,Synthetic Address,44.046921639440995,4.989666781786468,19474.12273805011,45160.527400921485,80689.68774479156,505.9736917845008,2
3982,30,66,1952,10,1,Synthetic Address,-60.42306815439257,100.72973790558956,16982.24035550499,37419.84368042483,2257.189558480066,653.922240087931,4
3983,57,63,1989,2,1,Synthetic Address,-26.56353546887184,9.851965638575166,21841.96782227441,43867.95145046903,67527.46207526347,530.8467792021074,1
3984,54,69,1956,5,1,Synthetic Address,56.0991602589574,9.94299343578686,16218.472179088429,67593.7943416248,150000.0,505.15467161063214,3
3985,63,66,1990,1,1,Synthetic Address,-58.08459520698021,124.21809989244292,15687.378699726745,51480.953062739565,104225.04461309225,498.02493596483083,4
3986,62,67,2002,10,1,Synthetic Address,-83.21737115624452,49.988290215690256,25376.48978197168,68926.85352066309,101623.55045457851,568.4022479631392,5
3987,33,65,1975,3,0,Synthetic Address,-86.04940473489273,19.34487438500466,27877.393174623594,29282.59477818907,76657.36437567562,424.8500267102056,8
3988,63,68,1977,8,0,Synthetic Address,-14.387957517715805,140.05671365343693,19908.444384577808,10000.0,44482.94133690128,300.0,4
3989,41,63,1991,2,0,Synthetic Address,-37.40657011140568,173.82924070233003,13945.151886453525,43524.44293788055,59268.646201550764,568.3522017897477,9
3990,33,65,1961,6,1,Synthetic Address,-1.7613010050372822,-156.98726996551127,16922.013097768642,39198.21092707461,83412.67454579443,524.0080990283096,1
3991,53,67,1997,11,0,Synthetic Address,63.31765520329111,134.8392127218716,11223.828646259566,69155.9728209356,33973.46515984142,655.7709914007703,4
3992,52,63,1954,2,0,Synthetic Address,59.02032916461843,23.00320402013901,20426.210403045345,69040.73779041003,71154.19024257943,610.925558573939,6
3993,36,67,1951,3,0,Synthetic Address,-57.58518308671872,-21.10857002498392,29805.255455246486,23589.147495457524,0.0,672.834214628708,6
3994,43,68,1991,5,0,Synthetic Address,70.10374306196834,119.88042673090973,16616.181665399414,44305.393235773154,65900.84585145136,527.2575227170636,1
3995,24,60,1987,9,1,Synthetic Address,-5.344531290994155,72.0583726806282,11742.476848114613,57277.500134523376,70573.61917393713,565.3709340083792,4
3996,34,67,1956,10,0,Synthetic Address,6.976705267642345,-134.08802026522127,19249.346213281657,86739.92874246993,37519.95301387174,662.144275950174,0
3997,67,64,1955,1,1,Synthetic Address,39.94603928102339,144.07256882100762,15197.07941981404,52098.84489329471,52944.86523375717,553.4645907515004,1
3998,20,68,1975,4,0,Synthetic Address,58.05183740164509,120.50053608496046,12673.179109997513,38628.19105714357,108456.91861039237,369.52866717948854,8
3999,37,67,1992,6,0,Synthetic Address,20.846850722094928,106.77041383379401,19317.08147167586,22941.784596414996,71398.71479657825,363.96307896719264,6
4000,49,64,1966,6,0,Synthetic Address,-16.703980310602148,98.06389909168371,8093.063839454628,80183.009682458,69780.2089702929,672.7824993479276,6
4001,66,62,1977,10,0,Synthetic Address,-10.647424334381938,126.4763859760734,18283.255649178427,38283.766733338045,29605.701495934445,579.6873056606088,8
4002,18,69,1997,2,0,Synthetic Address,86.5667678147509,-38.49287664482458,19245.066032668452,59075.83891003074,103580.86291033748,557.279147068979,5
4003,21,60,1975,1,1,Synthetic Address,-21.3565631429921,-74.67171777388074,25151.471931629316,63850.670746465184,75519.51050922103,584.8225050770927,2
4004,31,61,1991,9,0,Synthetic Address,8.33934086835977,-150.44020052742817,17307.730053925632,99928.87933088758,53897.78038295911,675.1886480483921,0
4005,45,69,1980,4,0,Synthetic Address,79.83167941872927,169.84291739725143,25907.44746804991,20874.01125685781,150000.0,300.0,2
4006,37,61,1950,9,1,Synthetic Address,-13.828428194287383,-21.68422265256828,6541.919185787256,62925.927182240004,36025.063711355026,618.062329900874,2
4007,24,69,1956,3,0,Synthetic Address,53.30843309130677,98.57367657063668,24668.88110616242,55537.24526936354,110516.31449252006,481.2976241558137,8
4008,43,61,1966,6,0,Synthetic Address,-56.00937512737594,-55.7767176736769,20403.585370271012,20198.997852653538,53939.595242478215,411.7937171488136,2
4009,47,62,1991,11,0,Synthetic Address,2.7133915195090026,-22.920088628246702,23420.786546888714,67160.97933014004,68376.76433123382,586.8881552845456,4
4010,19,63,1991,1,1,Synthetic Address,-75.12330235003043,-73.38943412288904,15310.476071488898,35334.64361073876,47593.03266881349,531.9826626935172,3
4011,53,62,1954,4,0,Synthetic Address,67.22992056691737,50.056249881006806,21559.482812951435,56422.33534428505,75087.27102553181,579.5133205172224,4
4012,49,69,1979,2,0,Synthetic Address,-36.13187211838244,-84.29826176748354,14891.56035586349,40455.65155121782,0.0,684.9993933379667,7
4013,40,67,1987,8,0,Synthetic Address,-18.818480816300394,91.16617806595144,18592.693879241706,12886.729389602166,150000.0,300.0,4
4014,33,68,1973,6,0,Synthetic Address,-12.949267250076161,29.480962706413237,21151.123631229693,86254.63026528667,18639.338462412692,703.910681791361,4
4015,53,61,1968,10,0,Synthetic Address,37.67439132480351,-67.84232137890382,28949.50191248439,63023.56236650376,6993.035933002982,682.870416201542,6
4016,21,67,1958,1,0,Synthetic Address,63.47552284557386,-179.64013394970496,19333.160985525963,85958.29945973719,150000.0,569.3188485926627,5
4017,44,60,1965,8,1,Synthetic Address,-3.229456569257536,-125.78709162531746,20039.063881810347,67189.33774364053,1345.1764047764955,721.400220043685,2
4018,61,62,1963,6,0,Synthetic Address,70.26364934331522,65.31363917396774,15111.615442880311,10000.0,75330.96162842604,300.0,8
4019,53,61,1968,3,1,Synthetic Address,78.47292250078056,-93.083001275351,20689.97300958139,54111.121561244,14001.151966776779,671.4619235638856,3
4020,59,68,2004,1,0,Synthetic Address,87.44352812131282,-89.49898121585868,23397.282239975328,50989.067638313,3426.563258488517,710.4378299137259,3
4021,44,63,1950,11,1,Synthetic Address,86.14358387365931,32.05275671607092,19325.507300639154,27714.220103079224,150000.0,300.0,4
4022,67,61,1957,5,0,Synthetic Address,-23.20955658859306,-0.13027030256773742,25804.102687196984,40544.922086402745,40605.8844848002,577.1141697665879,2
4023,45,66,1950,7,0,Synthetic Address,-26.421939081287142,179.42190480197416,19595.710903332234,21518.25424294988,13194.963094967585,616.3315249339826,6
4024,44,68,1954,6,0,Synthetic Address,70.29708840453452,-160.36881037204904,23292.83603457948,29202.65885863806,9178.735566487077,666.9751327666079,3
4025,51,61,1976,7,0,Synthetic Address,-66.59054997143467,140.55077196024337,9934.070283934661,58566.87369450954,66909.92900350862,628.594783842219,2
4026,26,66,1999,8,0,Synthetic Address,-42.75318128178797,140.28506829895292,17601.426370780344,35778.04641643594,139236.4988238857,315.5691349696585,8
4027,60,67,1957,10,1,Synthetic Address,74.40002071945031,101.0565133924897,19370.472957999995,78062.11312396312,32341.07355799377,687.1100278726494,8
4028,33,63,1960,2,1,Synthetic Address,77.04965193861631,2.777600454037895,26695.145031749256,16158.177181078161,14031.811085229165,596.9453567431955,4
4029,32,67,1976,3,0,Synthetic Address,78.63072122068448,-45.98248225627964,17435.44631141248,33428.0690066095,117706.54062913632,356.3347578060948,1
4030,41,60,1984,5,0,Synthetic Address,4.035881983804828,-155.90086228453976,16492.68272818343,10000.0,60286.57847693865,300.0,6
4031,59,67,1979,7,0,Synthetic Address,-87.79677170634578,81.43919660607509,22379.877029655494,38954.7133123019,70863.42442366532,512.9257514068948,6
4032,29,60,2003,4,1,Synthetic Address,38.609746494198504,66.76947877506652,15016.538897377777,56982.66215536137,113270.12110093667,522.0652377047011,3
4033,43,63,1984,12,0,Synthetic Address,-89.55618410511843,80.75018003339193,32048.436986702043,114755.68583282546,141392.1847655294,627.6328460674295,5
4034,35,62,1996,9,0,Synthetic Address,-83.23269940910146,-100.10590623088152,11653.874156412729,89647.47414445324,29197.260400588457,682.7612255642715,8
4035,29,62,1963,10,0,Synthetic Address,56.507545670148005,-53.570758313402706,26236.84973933254,26225.139025490742,23694.065425207496,583.1997910137976,0
4036,29,66,1963,3,0,Synthetic Address,-7.228702576016573,-106.69122519561475,13464.25655631942,77922.84940484086,52919.927882619435,627.0133865953536,0
4037,41,64,2001,11,1,Synthetic Address,-72.20309635315287,28.903270497686577,25112.343097131954,44675.86124141289,66571.9131070695,560.5990881743191,8
4038,45,69,1969,7,1,Synthetic Address,-49.05989931198905,11.695896134179208,28211.170007987563,26769.967213418484,0.0,633.9199388532365,2
4039,44,68,1983,10,0,Synthetic Address,9.951599966768967,44.18417358638763,21234.277109639344,66386.53390338579,100097.74886555801,582.6983978274826,8
4040,53,63,1986,3,1,Synthetic Address,24.50714015307092,-91.8191775305402,10057.901280826827,12596.905358477634,95516.27153025038,300.0,2
4041,18,61,1961,3,0,Synthetic Address,-69.19371158077735,67.38974245488686,19768.210664668488,26511.706325162497,75404.72654915061,398.6623518914945,6
4042,48,66,1968,12,1,Synthetic Address,-88.17247182707621,80.47300730380982,26271.19827108748,42954.84947198539,129152.79255162796,348.63766179844765,0
4043,34,66,1950,7,1,Synthetic Address,-54.144351023830616,119.68000878880974,21369.678936972898,47241.1305153422,60554.6542866026,599.0297572268394,8
4044,44,64,1982,3,0,Synthetic Address,-39.88208794166661,57.22578282155672,17243.44433605625,35730.33843187401,39220.63495664476,601.9102679723994,6
4045,41,60,1968,9,1,Synthetic Address,-77.74731493409395,34.35552457927437,26791.377283712518,36188.73979829198,99307.12836607572,396.5407352326907,9
4046,35,67,2000,4,1,Synthetic Address,4.75558087987676,-114.56074609956464,33145.46086392978,67234.8992767376,76920.22261191468,621.3421063151171,2
4047,66,66,1963,6,1,Synthetic Address,75.16763565879148,-35.211577762267694,27077.88775352919,31971.32806743656,27799.704636083028,630.3458812226377,7
4048,38,67,1953,5,0,Synthetic Address,56.481935015155926,126.86265324493814,19836.343393447303,14251.758172695685,54474.76033137251,300.0,6
4049,66,67,1980,2,1,Synthetic Address,-75.8712557122322,-43.034495228074405,21168.887135885412,72294.96705118018,0.0,752.5545343408745,9
4050,42,65,1994,6,1,Synthetic Address,-71.96210864297086,-105.82102474960197,5000.0,59245.68081256182,120993.69178771204,515.0419362913686,7
4051,52,64,2004,2,0,Synthetic Address,76.16160112776737,-113.61090263034646,23259.506473017685,55944.8598041007,54829.3267735049,642.8021481653337,6
4052,68,68,1983,2,1,Synthetic Address,-84.01215968454848,-146.7598064932315,20912.252468405542,37061.49643747618,66871.52258692155,486.98578100848533,1
4053,47,61,2000,2,1,Synthetic Address,29.186204286116805,164.963267654263,12193.360311994958,41624.31453216933,0.0,711.2702477201686,8
4054,43,61,1982,1,0,Synthetic Address,88.24861104259341,-151.3872464784506,10586.527461128504,60824.82086540389,16783.88679782644,674.9972121470694,4
4055,22,67,1953,6,0,Synthetic Address,-81.102156237809,-65.86463753443779,8897.975918000859,87999.62401020376,33637.6656493684,674.2115864126739,6
4056,20,63,1988,11,1,Synthetic Address,-44.67245567371323,-128.91929530115354,33228.29466222144,71676.4562728147,57965.35830236308,641.5133536853784,1
4057,25,65,1959,3,1,Synthetic Address,-27.997451153815305,153.609243097449,20716.42023740946,10000.0,100213.86037130165,300.0,5
4058,53,64,1969,2,0,Synthetic Address,41.89484272510185,-23.735578662801856,26973.31322014439,10000.0,126655.317379962,300.0,5
4059,23,60,2000,1,0,Synthetic Address,-34.04936037067578,170.7394543934297,16054.119463559295,48241.528919683034,90310.19722021752,482.0474388349737,6
4060,57,60,1956,12,0,Synthetic Address,25.198507261334,-55.53448438153707,20475.542362176053,10000.0,65999.7754645029,300.0,9
4061,49,64,1976,3,0,Synthetic Address,64.81208394159623,87.42543171348694,13261.279336971646,44839.75160654247,62011.43003325335,586.7205843967923,1
4062,58,62,1992,3,0,Synthetic Address,-25.525094147247188,99.60531040375878,18061.376063139436,61283.7568278633,104788.34389490316,556.4552258788067,4
4063,56,66,1987,9,1,Synthetic Address,42.19571424607321,121.92234427505679,18470.630702323862,33110.01188000501,31160.41028774403,588.4515603458063,2
4064,53,61,1992,10,1,Synthetic Address,-36.61719354087618,-164.58837446203736,17628.866126175493,59255.23981621486,124154.8150239115,481.39718677270366,5
4065,36,69,1986,10,0,Synthetic Address,44.27971010589056,-156.76652853562175,16652.880166688345,21276.65688277096,40471.46577471871,489.29663389269393,9
4066,27,66,1973,1,0,Synthetic Address,-56.84145020895359,122.50143093605578,12708.971232901193,15274.844015035764,0.0,681.2477554155142,6
4067,46,68,1960,10,0,Synthetic Address,-76.01676605193556,-44.78061843805429,19471.603406147275,22599.132752407437,115300.89420351044,300.0,1
4068,24,66,1979,12,1,Synthetic Address,-54.45689804087396,-148.45571037593862,26033.88963911512,41430.653848142014,135547.20327747677,397.9848911899928,6
4069,44,68,1961,11,0,Synthetic Address,-68.168734725342,-63.90350932783936,23746.59166851894,45929.49938610477,58551.8648769644,578.2822650267476,2
4070,54,65,1979,12,0,Synthetic Address,-5.57494069027166,83.57366393539348,15584.522419093646,85804.65879313329,80399.52026285137,619.268676822055,1
4071,48,68,1973,10,0,Synthetic Address,84.05516866873472,-83.67748944796122,19476.972888951455,43198.101898289824,16986.324533266277,664.3393272063341,9
4072,26,60,1976,3,1,Synthetic Address,-77.72109711947476,-86.48512646785842,20038.46453695588,71347.02924939527,2688.4165469874715,696.6719082099596,4
4073,33,61,1991,1,0,Synthetic Address,57.66450596622394,150.28997996735944,20642.242166671123,18683.46881362447,101119.88265127024,300.0,3
4074,54,66,1971,12,1,Synthetic Address,-41.55308970375566,16.328070162384364,24973.177292929202,10000.0,45704.69461021181,300.0,0
4075,22,64,1951,2,0,Synthetic Address,-56.312578648955636,156.61307133091884,10680.499674504115,56972.08078653832,49453.11685118795,640.3787549860831,9
4076,42,60,1971,2,1,Synthetic Address,86.72702495745324,72.74683782864474,16523.65733914306,66582.31858716963,130372.53835177414,523.226620968971,0
4077,41,69,1985,10,1,Synthetic Address,54.73279516386407,98.35671700459739,8516.648619167387,80244.17096874324,44045.48781334961,662.2007129737342,8
4078,66,66,1986,12,1,Synthetic Address,68.43156616819093,-83.30164912688632,14219.373892900441,19678.829925976344,19190.91883188246,588.6270180527462,6
4079,41,69,1953,3,1,Synthetic Address,-36.598782397468305,-105.22237099998861,21678.892218929395,75991.28879307632,103107.86647730132,615.3627310385131,7
4080,23,64,1952,5,0,Synthetic Address,70.01117678137058,111.07704156774628,10118.516603129821,55729.63122278501,64654.31240917058,602.9903894255381,4
4081,48,60,1979,8,0,Synthetic Address,-52.61382212967529,-77.10826058334801,22097.623518407097,33742.88048457039,92602.72779458173,423.8199985960322,0
4082,20,67,1954,7,1,Synthetic Address,72.19317561291697,-120.27543215530272,14386.80664303292,43413.03293762347,97676.22138563218,479.15099950594356,5
4083,66,65,1957,2,1,Synthetic Address,-28.659612262507515,-98.01805424479114,12999.26405937098,90024.1822170719,89808.54835168528,626.3776302201169,3
4084,25,62,1960,9,0,Synthetic Address,16.45310436785465,165.27884722647747,14297.110683535706,49862.22213007852,0.0,696.740038578689,9
4085,52,64,1966,7,0,Synthetic Address,-11.62046287064274,119.08688628724349,11713.440020584529,15633.214996469153,37975.878217621306,402.69168442307176,1
4086,49,66,1992,12,0,Synthetic Address,63.47287523433769,-28.516842989665747,10313.65481705852,25437.665876955267,7920.321976664927,680.90026054168,6
4087,59,68,1995,10,1,Synthetic Address,63.75033538035299,-123.57820934937327,12016.243047541015,81795.88550424147,0.0,721.402295805702,2
4088,51,60,1977,6,1,Synthetic Address,-65.50791839180795,70.97242760476104,32272.195326700756,12142.480970165794,103636.92757831894,300.0,4
4089,41,68,1971,2,0,Synthetic Address,-66.29712527792788,-13.098576676203066,17302.78336219678,37033.99114230208,150000.0,300.05844511492364,8
4090,21,63,1973,3,0,Synthetic Address,28.365848789326876,-51.474601944988905,15787.335229144754,10000.0,66366.72765441312,300.0,7
4091,55,67,1991,2,1,Synthetic Address,-51.94509605694733,66.45489587565513,17223.548709821014,54364.175841598306,136432.4521901562,492.55516870366097,8
4092,69,65,2004,7,1,Synthetic Address,-62.63316440580752,-167.70089689199446,27170.76302716561,58658.44938736533,85035.9510564966,557.8544948008063,1
4093,39,63,1984,4,1,Synthetic Address,62.65359833159036,128.81936948058922,26042.27351374486,31249.271544834664,3401.1490500203654,630.6881155594281,3
4094,24,61,1993,10,0,Synthetic Address,-61.61405692432734,-49.688363153934546,25735.05849753567,35508.2499874061,140371.1622813646,300.0,4
4095,67,68,1960,7,1,Synthetic Address,-29.235236787076047,84.26013781520851,27120.45659310772,46464.167974918586,103704.33071802015,489.5228938841927,9
4096,68,68,1955,8,1,Synthetic Address,12.54264457460269,8.029806661086809,17886.674521147506,15209.509721099519,66087.11155500961,300.0,9
4097,63,63,1970,12,0,Synthetic Address,-88.56222641129484,50.3717384059793,17703.161546442534,17660.177179658138,13129.907412361033,598.807370436484,8
4098,66,68,2000,5,1,Synthetic Address,-47.8271779478898,49.797739839944285,20251.323762320804,59110.67323789801,131401.7935899291,483.56580118261405,7
4099,41,69,1995,7,0,Synthetic Address,-40.280206052556814,-95.61677037599182,20699.442555653066,24714.976427856054,76697.4005093193,380.91891498374326,2
4100,49,60,1985,4,0,Synthetic Address,16.315615537767286,-153.85329832821222,24684.603004232526,65376.42420205838,150000.0,472.85671035652734,2
4101,21,66,2002,3,1,Synthetic Address,55.99527659737322,45.66646983971799,13954.271484004748,25765.244629790377,0.0,724.9463486870875,6
4102,18,65,1965,6,1,Synthetic Address,37.12641120507985,-59.9159519578497,24847.37150974996,85275.14464394149,33117.693164834054,699.5950502990376,2
4103,65,66,1955,12,1,Synthetic Address,80.35276014237567,164.9000995303847,31347.22408036654,53792.01842973012,115380.79741678943,543.6187992953702,9
4104,28,61,1951,10,1,Synthetic Address,-60.86771160656478,-147.25259004406735,27533.662823975676,30842.286550134573,121394.68174846814,300.0,5
4105,31,68,1953,3,0,Synthetic Address,-31.034278622138594,112.28582881658065,20825.62191339849,66438.54580616397,63200.38445621058,642.8553666711207,8
4106,44,60,1984,8,0,Synthetic Address,-41.658554817793075,-13.835801574552278,14917.616025507155,22439.112765017995,70781.02497868694,356.6978522536083,4
4107,28,67,1987,6,1,Synthetic Address,-85.73979883412777,-125.40577072365507,14408.153894077113,48333.158524588354,59146.93171182853,563.4488788879461,4
4108,55,68,1974,10,0,Synthetic Address,44.599298917814025,-92.44314998778617,23457.295487900552,72733.17952891774,42439.73431432863,650.8609730739886,1
4109,51,61,1953,3,1,Synthetic Address,51.054593157206654,80.49305588228458,19855.82801866633,82640.21397308691,102753.83196689638,584.0197569923414,6
4110,47,64,1963,11,1,Synthetic Address,-75.96536456225273,140.58369779382008,28559.174665961797,29982.287887744045,60258.36184715979,474.117435206215,4
4111,68,62,1972,4,1,Synthetic Address,52.5382347688213,35.86647532847434,26215.103157642814,49324.84386377838,8030.810644640071,665.721874954296,7
4112,24,62,1965,3,1,Synthetic Address,66.70937516271502,56.486317348532566,26481.666243464897,44293.7801643201,95668.77698082662,484.4376737222418,8
4113,42,60,1954,3,0,Synthetic Address,17.430226329541114,-58.284868663397106,13999.060105068527,42520.480894853936,88387.22145993405,480.39711688473847,6
4114,19,68,1992,11,1,Synthetic Address,-34.0052679503793,-90.42285113810344,19053.38829521386,21201.759211626,102563.22782520176,300.0,8
4115,30,67,1977,2,1,Synthetic Address,29.425436974940936,179.59688584295236,28598.57683012267,78719.62808617047,59192.61682708119,679.3537078503399,5
4116,66,68,1962,1,1,Synthetic Address,-17.122046428466675,-15.881771687229673,20540.184852075763,65531.45656535226,117545.85654594896,540.5770920955686,2
4117,40,67,1952,9,1,Synthetic Address,-81.0056562302875,144.37037250419735,15559.777647720566,19952.733867048304,112939.97257814925,300.0,0
4118,38,69,1976,4,1,Synthetic Address,-50.43581988372792,-50.48691274664165,31648.427758786456,56727.25952844294,59941.15445077126,609.9456980961496,7
4119,28,64,1998,2,0,Synthetic Address,66.82808736735834,-56.60365000045434,24760.813827220212,50159.54738962143,0.0,698.1149845107713,8
4120,39,64,1997,2,1,Synthetic Address,-48.31927282428019,-14.30940135471181,15637.328735112393,58238.35150969455,77206.86456082796,609.362496369328,9
4121,46,68,1977,3,0,Synthetic Address,-65.16254704237764,77.60527714045429,23738.50826804363,77438.59831806066,111794.61148995711,565.0486490179409,1
4122,50,66,1997,9,1,Synthetic Address,-79.33827561935674,131.45395453137223,12262.505831223527,74006.48164675299,4999.259798129016,702.2898745745091,9
4123,46,61,1980,11,0,Synthetic Address,20.185946588890815,106.80803685095759,26575.68201666418,56822.07105803267,145514.6867892325,438.92710640317944,5
4124,53,65,1952,1,0,Synthetic Address,66.35517235329422,-150.77360236847736,20283.61566303492,39601.77612004202,0.0,686.7709763951198,0
4125,63,66,2002,11,0,Synthetic Address,-16.285213564384833,88.383989551843,20374.487848181827,15204.362525551267,21307.56876570051,524.5429745505269,9
4126,67,67,1979,11,1,Synthetic Address,75.88621265325008,-167.1237152103346,15184.547721257914,19653.973659556992,48735.688710750794,414.1575655918786,4
4127,20,60,1978,10,1,Synthetic Address,9.75658051938683,-92.31143086327688,26737.810211625452,35533.49660074455,68267.05387892993,516.3814763682778,9
4128,19,60,1960,7,0,Synthetic Address,-32.157159315013615,-65.50963355078375,18401.67680949449,31918.71195764404,0.0,660.2553706535787,6
4129,38,62,1955,7,0,Synthetic Address,60.38044099064757,-15.563208331334977,19539.42705312584,54665.9226620482,39966.02635325011,616.5231987818162,9
4130,48,69,1957,1,1,Synthetic Address,-0.8265538108534116,100.54549001644199,22306.896293305657,73267.55036022911,40518.04937388908,663.9149088684198,2
4131,57,69,2000,8,0,Synthetic Address,-10.417617473926953,4.494541088872694,12931.86948858367,28956.87519078104,44578.261964572885,512.7077417205717,6
4132,66,61,1955,11,0,Synthetic Address,-83.18331440701267,44.09488017259295,21382.33211372005,50021.52989374731,86537.19042666307,517.4678837162367,5
4133,68,67,1972,12,1,Synthetic Address,-42.38516079879957,-156.0083732641932,27493.71125433445,49189.04153228295,109137.7575461989,493.54185347962243,1
4134,50,68,1962,7,0,Synthetic Address,-43.6989008449191,-1.654734432553937,20637.778971245327,38401.81983268335,108043.49426963564,429.5491763011526,9
4135,30,65,2002,3,0,Synthetic Address,-83.66343017388331,-34.67709613887041,25271.798625851494,39708.14236693041,54301.5148612975,535.0413763300036,9
4136,60,63,1950,10,1,Synthetic Address,-14.507599427839864,33.31006616569553,18590.487553455878,48186.96915614421,123277.19084590476,444.712099422835,9
4137,53,62,1983,1,0,Synthetic Address,-28.858468262282116,129.6848050065218,12951.653374775295,52431.06829381393,123451.67702041412,457.91272130211007,3
4138,54,62,2001,3,1,Synthetic Address,-10.13649663633825,-52.762019265713874,24070.674644438157,88653.58704274808,62720.98174915976,659.8259920993116,9
4139,23,62,1989,3,1,Synthetic Address,58.804616310041894,3.665430250216133,17307.965436660597,53613.14838909282,63911.70945216417,590.0713919837693,9
4140,65,66,1998,7,1,Synthetic Address,68.06621487786504,-88.08878426712839,29619.341042391374,80610.41673230218,25108.305991984904,727.5981825702092,2
4141,20,69,1998,1,1,Synthetic Address,-89.9740436769264,7.12874545550477,17647.955581141752,77853.58085267388,93952.04873996074,651.5280322482704,4
4142,69,64,1998,10,0,Synthetic Address,46.17416403658092,-48.683659177083655,21305.932157849682,57640.52378520383,77715.23966690434,596.6073727948443,8
4143,50,61,1987,7,0,Synthetic Address,-59.0512456568331,15.987481084048909,22929.600720279734,23521.14930916436,57345.903601357786,434.66229681869265,4
4144,35,67,1996,2,1,Synthetic Address,45.3580154194328,93.8367713694513,15881.34785729339,44255.67282859583,33089.59044648481,622.4194271492479,5
4145,43,68,1970,10,1,Synthetic Address,-40.507986801874914,-3.247130740171059,27819.24444350176,51029.43896531713,123082.05341263773,469.12231412164635,7
4146,48,68,1982,11,0,Synthetic Address,58.301683383023516,5.453345895867187,13262.423546557573,50843.29539716778,78082.12198389311,537.1841864313589,4
4147,64,67,1985,1,0,Synthetic Address,26.895986742642904,-90.49457485851903,13473.995930666413,25531.7350107049,118475.23115684434,300.0,0
4148,47,65,1990,8,0,Synthetic Address,26.437009880138135,-53.31400225840905,9608.43808411388,48504.087386320425,124226.4037334224,451.4800433509201,2
4149,41,61,1979,11,0,Synthetic Address,18.640281593720132,122.94835503242456,19212.1795221931,46890.62204820088,52147.092331518536,613.592388330848,7
4150,65,68,1953,7,0,Synthetic Address,-27.270747101019204,-33.78464517749413,16547.133322596954,60114.90139651072,127139.48957603195,504.2013379878921,9
4151,44,60,1997,4,1,Synthetic Address,10.820888170556657,63.5102934005337,24021.118779723136,31887.228894045038,100547.15350658284,382.06118578632606,0
4152,20,69,1990,3,0,Synthetic Address,-56.91044643525597,-124.78247535870497,28485.3848646484,10000.0,8130.5825964669275,596.1742211010018,1
4153,51,69,1960,9,0,Synthetic Address,-13.979473772614,-96.01769254974832,23896.50844936428,77730.96765783231,0.0,722.5484552346338,9
4154,69,64,1976,9,1,Synthetic Address,-31.361287289479506,-67.55456385298234,20268.60765519306,10000.0,44494.401215662336,300.0,2
4155,37,61,1983,4,1,Synthetic Address,27.531091199572742,-93.29459143758554,20432.68213038151,55659.035975287945,150000.0,424.97931318567856,3
4156,53,61,1950,8,1,Synthetic Address,-65.67025394178921,57.3226603050698,24767.629230214,10000.0,78970.35251173581,300.0,3
4157,51,66,1965,7,0,Synthetic Address,-75.87614461353428,48.97179280228033,10913.706878839259,24275.576556562264,129901.02401112455,300.0,9
4158,43,63,1996,2,1,Synthetic Address,72.25053334335757,-137.96725868052744,12691.143335761803,36370.17127947742,82070.58561770502,480.22376448346864,3
4159,43,69,1992,1,0,Synthetic Address,-12.03827430218665,-73.37627622957481,9765.359851211097,49111.03406776753,59791.054322445416,566.9020911745627,2
4160,34,62,1971,12,1,Synthetic Address,9.656409563907715,-118.35613832847083,17135.50715774244,32872.70238645204,23000.97224941991,602.3817451647787,4
